country;date;temperature_avg;temperature_min;temperature_max;precipitation;snow_depth
Norway;2016-11-12;-1.85;-4.673504274;1.825862069;3.338461538;80.93333333
Norway;2019-10-06;2.368421053;-0.800961538;6.752380952;0.50167364;3.928176796
Norway;2016-08-29;10.07368421;8.43245614;14.55086207;2.829454545;0.0
Norway;2016-04-08;2.521052632;1.12300885;5.882758621;1.881454545;138.3363229
Sweden;2016-06-04;13.0;7.307623318;17.92577778;0.357835218;0.0
Finland;2017-10-27;-0.921428571;-2.74379085;0.49602649;1.108695652;69.64285714
Finland;2017-10-01;6.282142857;4.805228758;7.975324675;0.406451613;5.0
Finland;2018-03-03;-12.425;-17.26577181;-6.365789474;0.340217391;484.8181818
Finland;2015-04-11;3.567857143;-1.45620915;8.324516129;0.015228426;582.4545455
Finland;2016-11-22;2.475;0.946052632;4.623026316;2.745876289;214.5
Norway;2015-01-10;-3.689473684;-6.662162162;0.820720721;13.55035971;253.6451613
Finland;2016-02-26;-7.817857143;-11.4248366;-3.506493506;1.71;460.6666667
Sweden;2017-04-22;3.588888889;-0.034684685;6.956053812;0.183059211;96.25
Finland;2018-02-14;-1.146428571;-2.84248366;-0.393464052;0.335519126;470.15
Norway;2019-12-31;-0.666666667;-1.6375;3.388461538;4.920920502;161.1631579
Sweden;2016-07-19;15.92;7.397727273;20.8520362;0.027569331;0.0
Norway;2016-03-26;2.157894737;-1.366956522;6.634210526;7.115693431;239.7671233
Norway;2015-11-09;5.655555556;3.5;8.071428571;8.224275362;3.888888889
Sweden;2017-07-31;16.71111111;11.49400922;20.67077626;1.704145937;0.0
Finland;2017-07-09;15.82142857;8.458552632;21.20064935;0.158378378;0.0
Finland;2019-03-29;4.7;1.253020134;8.370860927;0.474301676;476.1052632
Sweden;2016-11-29;0.76;-4.261607143;2.313901345;0.654220779;88.11671088
Finland;2019-12-25;-1.27037037;-2.167763158;-0.237254902;1.952808989;95.625
Norway;2019-04-30;6.710526316;4.846;12.63980583;0.643514644;19.56684492
Finland;2016-11-04;-5.139285714;-6.865333333;-2.219607843;0.280829016;25.1
Sweden;2015-02-20;1.98;-0.592063492;4.10513834;1.675118859;205.8047493
Finland;2019-02-03;-13.43928571;-16.94701987;-10.29463087;5.752046784;441.1904762
Norway;2018-01-24;-1.4;-4.144036697;1.676851852;11.69198473;434.4084507
Norway;2019-08-27;14.99473684;11.39326923;22.39320388;0.232773109;0.0
Norway;2019-10-31;-0.236842105;-1.32;3.773333333;1.895833333;22.14659686
Sweden;2015-01-15;-1.48;-8.979607843;-2.039130435;7.279812207;211.5227273
Finland;2015-03-28;1.1;-0.713071895;2.954545455;4.224623116;509.4
Sweden;2018-05-29;18.37777778;10.1630137;24.97;0.032040472;0.0
Norway;2019-12-25;-2.010526316;-3.205825243;0.97961165;0.633613445;200.7936508
Sweden;2015-02-21;0.57;-2.588446215;2.444444444;3.219492868;201.1232877
Sweden;2017-06-10;13.66666667;9.779723502;18.58302752;1.295709571;0.0
Finland;2018-02-24;-18.39642857;-24.00592105;-12.3875;0.035;473.7272727
Norway;2017-03-11;-2.336842105;-4.786440678;3.976470588;3.772962963;260.1312217
Norway;2018-12-15;-5.338888889;-8.04040404;-1.641836735;1.395416667;112.3210526
Finland;2019-07-21;18.9;10.5512987;25.06168831;0.120903955;0.0
Sweden;2016-01-03;-7.03;-10.9832;-5.040873016;0.441867955;101.3586957
Norway;2018-08-21;10.67894737;6.382524272;15.47941176;1.975403226;0.0
Finland;2017-02-07;-14.10357143;-17.79066667;-8.905263158;0.017460317;314.0
Sweden;2015-03-02;2.28;0.0724;3.314342629;3.175911252;194.5691906
Finland;2017-09-06;9.092857143;3.137748344;14.83831169;0.033513514;0.0
Finland;2018-03-14;-7.485714286;-9.18590604;-2.466666667;0.704945055;538.4545455
Finland;2016-06-01;17.19642857;10.64569536;22.82697368;0.648469388;0.0
Sweden;2015-02-27;1.34;-0.313043478;2.756470588;0.829160063;191.0443864
Sweden;2015-08-22;16.14;7.6;23.47061224;0.00208;0.0
Finland;2018-04-22;1.803571429;-1.011258278;4.851633987;0.04076087;489.1666667
Finland;2018-11-17;5.025;3.267785235;6.973026316;0.070621469;0.0
Finland;2015-09-23;11.36071429;8.801298701;13.36558442;2.356281407;0.0
Sweden;2017-03-02;-0.333333333;-3.884;0.856888889;1.65613748;213.984375
Norway;2015-12-30;2.221052632;-0.609649123;5.089090909;4.097833935;112.9348837
Sweden;2016-05-21;11.31;6.258590308;14.90221239;1.134304207;0.0
Norway;2017-01-09;-0.873684211;-1.798275862;3.963478261;8.136900369;162.40625
Finland;2016-08-06;16.01071429;12.09801325;20.64635762;2.738341969;0.0
Norway;2016-07-27;13.52105263;11.0;17.41293103;9.529710145;0.0
Sweden;2017-05-15;6.144444444;1.645205479;11.27556561;0.435255354;39.97297297
Norway;2016-09-27;10.44210526;7.513675214;13.93076923;16.52608696;0.0
Norway;2015-07-30;12.67222222;10.42075472;16.61090909;3.212727273;0.144230769
Finland;2015-03-24;-1.939285714;-4.547368421;1.595483871;0.973979592;481.0
Norway;2019-02-05;-6.868421053;-10.22058824;-3.139805825;0.777021277;427.8062827
Sweden;2015-01-27;-2.05;-7.225390625;-0.627843137;0.69015625;255.3050398
Finland;2019-01-01;-1.771428571;-4.662666667;-0.206578947;7.152571429;222.7222222
Norway;2017-07-26;14.31578947;11.39217391;19.47931034;1.566788321;-0.098039216
Sweden;2018-09-19;15.75555556;10.12592593;17.58479263;1.546495726;0.0
Finland;2019-01-21;-22.25;-25.116;-14.92894737;0.258959538;348.8695652
Norway;2015-03-10;2.25;0.272321429;6.124107143;6.065942029;300.6803653
Norway;2019-12-03;-0.568421053;-4.194339623;3.427358491;9.131932773;214.1851852
Norway;2019-01-15;-5.226315789;-7.773;-0.618811881;5.567372881;236.3968254
Sweden;2016-07-06;15.11;9.3239819;17.61719457;2.583686786;0.0
Norway;2017-08-28;11.48947368;7.640517241;16.33965517;7.097463768;2.441314554
Finland;2015-10-29;0.039285714;-2.798701299;3.335947712;0.143589744;12.2
Norway;2016-08-17;13.19473684;7.89826087;19.9112069;0.034181818;0.0
Finland;2019-05-21;14.69285714;9.292666667;19.62;1.384571429;0.0
Finland;2016-08-25;12.55;7.759333333;15.92236842;2.484020619;0.0
Finland;2015-04-16;1.671428571;-0.575483871;4.17483871;1.447208122;510.7
Norway;2015-09-21;9.083333333;6.714414414;12.86545455;1.684115523;0.0
Finland;2018-06-26;16.19285714;10.77027027;20.34832215;5.52486E-4;0.0
Sweden;2017-09-24;12.45555556;9.8239819;13.95135135;0.111148087;0.0
Finland;2016-11-18;1.914285714;0.192810458;2.622;8.454639175;86.25
Finland;2015-09-11;11.43214286;4.768831169;19.18954248;0.003045685;0.0
Finland;2016-09-24;8.025;6.40397351;9.778145695;0.7875;0.0
Norway;2015-02-13;-3.652631579;-4.589090909;0.316513761;1.457761733;357.4955357
Finland;2019-11-02;-1.207407407;-5.454248366;0.541176471;5.587078652;82.15384615
Norway;2017-05-06;5.889473684;3.51965812;12.80084746;0.597090909;69.8206278
Norway;2015-06-19;9.538888889;6.980555556;14.14818182;0.460431655;0.136986301
Finland;2016-08-27;12.77857143;9.930872483;16.40460526;3.976020408;0.0
Sweden;2019-12-27;-4.277777778;-8.993457944;-2.391203704;0.105078809;141.2209302
Norway;2015-09-03;9.9;8.46;14.68818182;2.88267148;0.0
Finland;2019-02-22;-11.25714286;-19.90204082;-5.102739726;2.014942529;480.65
Finland;2019-11-11;-4.951851852;-7.15620915;-2.071523179;2.206896552;108.75
Finland;2019-10-11;5.396296296;2.21589404;6.824666667;4.970857143;7.0
Norway;2016-02-10;-1.089473684;-2.279464286;1.816666667;1.030181818;288.7625571
Finland;2015-07-04;16.15357143;12.42222222;20.85419355;0.882828283;0.0
Norway;2017-11-23;0.677777778;-3.1875;4.320952381;10.80300752;151.8099548
Finland;2018-12-17;-5.389285714;-7.491447368;-3.367763158;1.015168539;101.8181818
Sweden;2018-11-16;5.255555556;2.440654206;7.810232558;0.113333333;1.725067385
Finland;2016-01-12;-15.57857143;-17.22302632;-12.32026144;3.110552764;249.0625
Norway;2017-11-11;0.783333333;-1.426168224;3.213888889;5.864925373;43.59090909
Finland;2018-06-07;7.632142857;2.486754967;11.17894737;2.372777778;0.0
Finland;2016-08-17;13.82857143;10.34605263;17.86953642;0.69025641;0.0
Finland;2015-04-02;0.735714286;-1.185620915;2.753246753;1.651269036;539.7857143
Norway;2015-07-24;10.96111111;7.499065421;15.13909091;3.001805054;0.0
Sweden;2015-01-07;0.1;-3.251372549;0.625296443;2.5134375;105.4731458
Sweden;2018-10-14;13.33333333;9.827230047;17.85633803;0.220683761;0.0
Norway;2017-10-28;3.694444444;2.452777778;7.884545455;6.564074074;12.67420814
Norway;2018-03-03;-6.542105263;-8.917142857;-3.086666667;0.61634981;546.359447
Norway;2017-10-26;4.061111111;2.915740741;6.872727273;4.484814815;23.24444444
Sweden;2016-12-11;-2.8;-8.23125;-3.525777778;1.79495935;107.8630137
Finland;2016-11-26;-1.432142857;-4.576315789;-0.2;3.857068063;172.875
Norway;2018-11-05;5.942105263;4.868686869;8.467676768;0.831404959;8.928205128
Norway;2016-07-14;12.56315789;11.04561404;16.01896552;1.498913043;0.0
Norway;2016-03-20;-0.263157895;-1.999107143;4.384347826;2.501459854;267.5688073
Sweden;2018-08-09;20.68888889;16.67619048;24.6957346;3.880546075;0.0
Finland;2018-10-02;3.671428571;1.127027027;7.338815789;1.916759777;2.5
Finland;2015-01-14;-5.942857143;-12.31923077;-3.897419355;1.303517588;331.8695652
Norway;2019-08-10;13.65263158;11.33529412;18.31359223;13.57740586;0.0
Sweden;2017-04-05;4.255555556;0.527802691;8.475;0.651151316;124.6153846
Norway;2018-03-22;-1.942105263;-4.919266055;3.643518519;0.261832061;570.0
Sweden;2018-11-18;2.133333333;-1.453271028;4.735648148;0.189230769;1.25698324
Finland;2019-10-30;-5.573076923;-9.122875817;-2.206622517;2.229775281;66.21428571
Norway;2019-02-13;-0.163157895;-2.89223301;4.854285714;2.423305085;405.15625
Finland;2017-11-04;3.096428571;0.466887417;4.52875817;0.524731183;69.07692308
Finland;2017-02-10;-11.24642857;-15.81788079;-6.722;0.042328042;310.6190476
Norway;2019-01-21;-7.989473684;-10.13495146;-3.665346535;0.520425532;350.2631579
Sweden;2017-02-05;-0.8;-2.529910714;-0.609865471;0.653181077;140.3856749
Norway;2016-07-26;14.33157895;12.79035088;19.20172414;6.208333333;0.0
Sweden;2015-12-03;3.62;-2.4284;4.268;2.066022544;54.59677419
Norway;2016-04-12;1.542105263;-1.847413793;8.001769912;0.522826087;116.1390135
Sweden;2015-04-30;5.16;-1.60952381;8.599206349;4.587936508;69.58868895
Sweden;2017-04-30;3.844444444;-2.608035714;8.274439462;0.687006579;100.4301075
Norway;2017-10-08;5.242105263;1.932727273;9.874774775;0.559558824;0.7239819
Sweden;2017-07-27;17.5;11.78761468;21.52922374;1.269983416;0.0
Sweden;2019-12-12;1.811111111;-1.0625;2.603703704;2.077057793;96.60056657
Sweden;2015-03-23;2.74;-1.406425703;5.2028;1.335612083;140.5927835
Norway;2015-10-23;5.482352941;4.411009174;9.627272727;0.849090909;0.909502262
Finland;2019-08-05;11.78928571;6.189542484;16.65424837;0.589772727;0.0
Norway;2018-05-06;8.563157895;5.999074074;13.75833333;2.356653992;49.5412844
Norway;2019-08-14;10.7;8.756;15.25098039;1.682916667;0.0
Norway;2018-05-05;8.805263158;5.114285714;13.43333333;2.637642586;59.68348624
Sweden;2018-07-18;22.38888889;15.10938967;28.5370892;2.004584041;0.0
Sweden;2015-03-13;0.67;-5.78531746;6.206746032;0.014603175;160.1813472
Finland;2017-07-24;14.825;10.48648649;18.5292517;1.068108108;0.0
Finland;2016-01-04;-16.87037037;-18.95424837;-10.2883871;0.179292929;236.2142857
Finland;2017-03-30;-5.378571429;-12.6625;0.667532468;0.372631579;597.0769231
Norway;2017-09-22;9.736842105;7.974107143;13.12831858;1.336861314;0.0
Sweden;2018-07-27;22.76666667;13.45674419;28.06221198;0.064745763;0.0
Finland;2018-04-05;1.771428571;-1.238157895;3.561842105;3.718032787;572.7222222
Finland;2015-02-06;-2.557142857;-6.550322581;0.130128205;1.051515152;455.4090909
Sweden;2015-03-25;-0.94;-8.124497992;2.3932;0.404133545;139.8701299
Finland;2015-08-01;13.30714286;10.93921569;16.77597403;4.035532995;0.0
Sweden;2017-09-18;9.988888889;5.734841629;12.69279279;2.031;0.0
Sweden;2019-04-15;3.0;-5.295852535;9.442592593;0.0;169.5514512
Norway;2018-05-02;6.3;2.826168224;10.33925234;2.526996198;80.68807339
Finland;2015-11-06;1.728571429;-2.074675325;3.442857143;1.990909091;5.0
Sweden;2019-02-06;-8.6;-16.30183486;-6.360185185;1.857241379;360.0817439
Finland;2016-10-18;3.732142857;1.768211921;5.152287582;0.156770833;6.666666667
Sweden;2018-05-31;15.86666667;7.663302752;23.15545455;0.261784512;0.0
Norway;2016-08-24;11.96315789;9.702631579;16.25391304;4.730181818;0.0
Sweden;2017-07-23;16.1375;9.629816514;20.4293578;2.551409619;0.0
Norway;2019-07-30;13.07368421;11.25151515;20.24851485;10.23208333;0.0
Sweden;2016-11-28;-1.72;-6.655357143;0.039013453;1.031818182;85.30927835
Finland;2018-02-09;-5.982142857;-9.713636364;-3.594117647;0.144505495;472.952381
Finland;2016-08-10;13.55714286;10.78926174;17.14966887;3.400512821;0.0
Norway;2017-12-19;-0.252631579;-4.027272727;3.10733945;7.045895522;209.9090909
Norway;2018-11-16;5.573684211;4.866990291;9.385576923;1.781742739;3.182291667
Norway;2019-02-06;-7.194736842;-11.17961165;-2.620192308;4.259148936;425.1884817
Sweden;2017-01-22;-0.577777778;-4.359192825;1.325560538;0.669218241;150.6133333
Norway;2018-04-26;3.326315789;0.916666667;8.072897196;2.002631579;129.959276
Norway;2017-01-07;-1.547368421;-3.202586207;3.036206897;1.724632353;177.2443439
Finland;2019-01-29;-10.41071429;-15.88947368;-8.661073826;4.752840909;413.1875
Norway;2016-10-06;5.910526316;2.088034188;11.75948276;0.099267399;0.0
Norway;2015-05-27;7.805882353;4.890740741;12.00275229;2.57400722;17.22488038
Sweden;2017-03-01;0.922222222;-2.868;1.305333333;2.697545008;211.080402
Finland;2016-05-15;9.764285714;6.889403974;13.34705882;3.960301508;0.0
Finland;2019-03-18;0.496428571;-1.525165563;1.606578947;3.711666667;522.9473684
Finland;2018-07-06;16.625;12.442;20.81986755;0.461666667;0.0
Norway;2017-06-24;10.94736842;8.218421053;15.22649573;5.705415162;0.0
Norway;2019-10-28;-0.410526316;-2.63271028;3.756190476;1.482916667;16.04736842
Finland;2017-01-23;-4.642857143;-6.922;-2.562;1.307894737;379.15
Norway;2019-08-18;13.24736842;10.72156863;18.03883495;5.814644351;0.0
Norway;2016-05-18;5.621052632;3.0;9.674358974;2.953649635;17.53076923
Sweden;2018-03-06;-4.8;-9.708294931;-4.021759259;1.001016949;512.8142077
Sweden;2018-02-24;-9.855555556;-14.96788991;-7.350684932;1.371332209;461.0857143
Sweden;2019-08-05;14.72222222;8.425943396;20.22394366;1.217277487;0.0
Norway;2016-04-07;2.889473684;1.74137931;6.218103448;1.957608696;139.7723214
Norway;2017-03-03;-2.742105263;-5.309243697;1.499166667;1.138376384;249.1629956
Norway;2016-06-24;12.58421053;10.35043478;17.39827586;6.444852941;0.0
Finland;2016-02-24;-4.289285714;-8.116778523;-1.814765101;1.297474747;458.15
Finland;2015-01-10;-9.457142857;-11.5083871;-4.633974359;1.515151515;309.4285714
Finland;2019-01-31;-11.275;-13.88066667;-7.505333333;0.059770115;448.0833333
Sweden;2017-12-12;-2.144444444;-5.47281106;-1.401369863;2.238513514;196.2631579
Norway;2017-07-14;10.97894737;7.276106195;15.61517857;2.044727273;0.0
Finland;2016-01-10;-18.38148148;-20.71168831;-13.6487013;0.114572864;217.7857143
Sweden;2019-04-05;3.677777778;-2.34212963;7.424311927;1.928006873;176.5902579
Finland;2016-05-08;12.86785714;4.478947368;19.03289474;0.004020101;173.3333333
Sweden;2017-06-11;13.42222222;9.061926606;18.77155963;5.514191419;0.0
Norway;2018-12-30;-3.342105263;-4.678571429;0.908247423;7.192372881;122.2513089
Norway;2017-03-29;-2.110526316;-2.893220339;3.525210084;1.081111111;193.1651786
Sweden;2015-05-28;9.26;3.186234818;13.44096386;2.771111111;0.0
Finland;2015-03-04;0.314285714;-0.46038961;1.281410256;2.34120603;430.2352941
Norway;2017-02-22;-2.752631579;-4.098245614;1.239316239;4.876190476;202.7678571
Finland;2018-11-15;4.907142857;1.872789116;5.962328767;0.706214689;12.0
Sweden;2016-03-24;0.23;-6.103571429;4.234375;0.659354839;168.1818182
Sweden;2015-02-04;-6.51;-11.68307087;-7.456521739;0.574683544;407.7835052
Norway;2019-01-20;-8.478947368;-10.44901961;-3.552941176;3.534322034;334.9414894
Finland;2019-05-11;9.557142857;5.875333333;12.60723684;9.09494382;73.66666667
Norway;2017-08-15;11.45263158;9.547826087;15.96756757;11.3692029;0.0
Sweden;2019-09-07;11.78888889;6.779716981;14.28873239;4.029947461;0.0
Sweden;2015-08-28;14.67;11.98951613;17.60522088;3.19184;0.0
Norway;2016-05-04;6.384210526;2.352136752;12.03103448;0.174545455;50.58108108
Norway;2015-04-17;4.152941176;0.540909091;8.498198198;0.233574007;205.7892377
Finland;2018-10-30;-2.55;-6.770945946;-0.320408163;1.748876404;17.625
Finland;2018-09-09;13.28214286;9.251315789;18.38039216;0.584357542;2.5
Sweden;2016-08-08;16.12;12.25;18.58923767;3.091368078;0.0
Norway;2015-03-01;2.261111111;1.604545455;4.841284404;6.757039711;349.3457944
Norway;2017-09-09;10.05789474;8.194594595;13.92142857;3.392391304;0.0
Norway;2015-10-22;6.329411765;5.323853211;10.17981651;10.51527273;0.96347032
Sweden;2017-05-19;15.2;8.368949772;18.93545455;0.54892916;17.06849315
Norway;2016-11-30;-0.831578947;-1.91826087;2.832758621;6.639338235;90.27727273
Sweden;2016-10-11;5.22;1.604888889;6.521585903;0.021197411;0.026109661
Sweden;2018-01-13;-5.855555556;-9.628767123;-4.65733945;0.0306914;277.6338028
Norway;2018-04-24;3.7;2.725233645;7.880373832;4.10037594;151.0954545
Sweden;2019-06-04;14.6;9.68744186;18.69262673;0.360416667;0.0
Norway;2018-11-21;-0.3;-2.873076923;2.921359223;0.236099585;0.994736842
Sweden;2015-01-03;1.61;-1.776679842;2.140392157;0.212792512;79.94594595
Norway;2017-08-24;10.35263158;7.75042735;14.45555556;3.223550725;0.0
Norway;2019-07-11;12.90526316;8.894059406;18.63883495;0.022083333;0.0
Finland;2017-01-06;-17.62142857;-24.90855263;-13.01533333;1.767195767;204.0555556
Norway;2018-08-30;12.03157895;9.78627451;17.09038462;1.756910569;0.0
Finland;2015-07-11;13.0962963;9.910322581;16.96258065;0.538071066;0.0
Sweden;2018-08-25;12.12857143;9.088571429;16.1685446;2.990800681;0.0
Finland;2015-08-30;12.79285714;8.630463576;18.36623377;1.518274112;0.0
Norway;2016-02-12;-4.631578947;-6.999122807;-0.832173913;0.383941606;299.8666667
Finland;2015-07-28;15.125;9.979354839;18.96753247;1.236363636;0.0
Norway;2016-12-07;-0.810526316;-3.28559322;3.786842105;15.55;95.67567568
Finland;2019-05-17;11.38214286;3.390789474;16.89271523;0.001714286;0.0
Sweden;2017-06-18;17.1;11.49909091;20.87285068;0.330528053;0.0
Norway;2015-02-08;-2.789473684;-5.281981982;2.28440367;8.710791367;419.630137
Finland;2015-07-21;14.30714286;9.648701299;18.00774194;5.291959799;0.0
Sweden;2019-05-20;14.85555556;9.393981481;20.07209302;0.703965517;0.0
Norway;2019-08-06;12.34210526;9.443137255;16.90891089;6.843333333;0.0
Norway;2019-10-14;3.136842105;1.131730769;7.255660377;1.527615063;1.739130435
Sweden;2015-07-29;14.66;10.81129707;17.9623431;7.913247173;0.0
Norway;2016-03-05;-0.305263158;-2.430088496;1.940869565;1.678832117;442.5068493
Finland;2016-09-01;14.48928571;11.1205298;17.95592105;1.710769231;0.0
Norway;2018-04-16;4.773684211;1.127102804;9.938888889;0.323754789;359.4615385
Finland;2017-09-19;6.582142857;5.069934641;8.375163399;1.26972973;0.0
Sweden;2016-04-07;4.52;1.832;6.389823009;3.013452188;124.0
Norway;2015-01-05;-3.473684211;-5.254054054;0.182882883;2.039928058;241.0775862
Norway;2017-09-23;10.43157895;8.150442478;14.1;0.490875912;0.0
Sweden;2017-04-13;0.255555556;-2.798181818;2.592342342;3.021217105;107.6344086
Norway;2016-03-15;3.884210526;1.272566372;9.177391304;0.884306569;339.2844444
Finland;2019-03-01;-8.085714286;-13.168;-4.176666667;0.633333333;407.4166667
Norway;2015-01-31;-4.368421053;-5.265454545;-0.889285714;0.275090253;407.6210046
Norway;2016-04-01;0.842105263;-2.940517241;5.593103448;4.156043956;179.3886463
Norway;2019-06-12;9.75;7.255;14.9872549;7.134322034;1.843575419
Norway;2016-09-24;9.694736842;6.668965517;13.62521739;0.682246377;0.0
Norway;2018-10-21;6.942105263;4.248543689;10.825;12.05201613;0.416666667
Finland;2017-01-24;-11.65714286;-15.60671141;-4.126666667;0.098404255;329.0
Finland;2019-04-05;0.657142857;-4.542105263;5.878289474;0.092045455;476.1875
Sweden;2018-02-02;-7.533333333;-11.68721461;-5.068949772;2.702698145;410.9946237
Finland;2016-03-04;-4.157142857;-7.353896104;-2.960784314;0.422110553;474.8947368
Finland;2016-07-08;14.3;11.52828947;17.48289474;2.284536082;0.0
Sweden;2015-09-19;12.57;9.4448;14.987251;1.476121795;0.0
Norway;2019-01-12;-2.584210526;-3.936;1.23960396;5.94092827;144.3138298
Norway;2015-04-09;3.477777778;0.844144144;7.885714286;2.705395683;239.1863636
Sweden;2018-05-15;16.75555556;7.230092593;24.52037037;0.073524452;1.522309711
Sweden;2015-03-30;2.55;-0.0604;3.991666667;4.86899841;191.761658
Norway;2017-12-24;-2.257894737;-3.263302752;2.275;6.271052632;169.8571429
Sweden;2018-12-14;-5.433333333;-10.87464789;-6.873488372;0.24914966;109.9723757
Sweden;2015-07-22;15.17;10.158159;18.69748954;1.549919225;0.0
Finland;2015-12-06;2.985714286;0.957792208;4.733116883;4.651;245.7142857
Norway;2016-07-03;12.68421053;9.602631579;17.14608696;2.954710145;0.0
Finland;2018-04-26;4.282142857;0.945394737;8.270779221;0.412432432;427.2
Finland;2015-11-11;1.292857143;0.094736842;2.962987013;3.094;92.0
Norway;2019-09-25;8.178947368;5.983653846;11.71886792;0.275630252;0.0
Sweden;2019-09-12;13.74444444;10.64579439;16.7286385;1.867017544;0.0
Finland;2015-10-07;-0.810714286;-4.748684211;5.134640523;0.013705584;25.0
Norway;2018-09-29;5.010526316;1.65047619;8.650961538;12.37642276;2.531578947
Sweden;2019-11-26;2.0625;-2.014418605;1.223364486;3.967311072;44.30985915
Finland;2017-08-19;16.64285714;13.65714286;19.66862745;4.354594595;0.0
Sweden;2017-05-08;2.066666667;-1.669058296;5.639732143;0.285008237;50.11080332
Sweden;2015-12-14;-4.29;-11.91626984;-4.8;0.5647343;65.99469496
Sweden;2016-01-28;1.31;-4.132444444;2.93539823;0.818518519;158.5454545
Finland;2015-07-08;13.64285714;9.57483871;16.6516129;7.049246231;0.0
Finland;2018-07-05;15.04642857;11.38874172;18.76821192;4.372527473;0.0
Finland;2019-03-20;-1.678571429;-5.68410596;0.68410596;1.380337079;513.15
Finland;2016-07-31;16.56071429;13.44701987;20.66381579;7.70255102;0.0
Norway;2019-11-24;1.357894737;0.819230769;4.113207547;0.892436975;103.143617
Finland;2019-04-28;4.267857143;-1.035099338;10.23137255;0.0;232.8333333
Sweden;2019-04-06;4.688888889;-1.132718894;8.317511521;1.517353952;191.6814159
Finland;2015-02-25;1.171428571;-0.248717949;2.055769231;0.310152284;419.7272727
Sweden;2016-09-26;12.8;7.0;16.35770925;0.106957929;0.0
Sweden;2019-01-08;-1.066666667;-3.930046948;0.322325581;2.830531732;127.8474114
Sweden;2015-04-07;5.99;1.270517928;10.20119048;0.506847134;160.1362398
Sweden;2016-01-17;-10.93;-16.97866667;-6.629910714;0.995974235;233.1549296
Sweden;2016-09-13;14.63;6.246222222;20.32266667;0.006946688;0.0
Finland;2016-07-03;17.81071429;14.82466667;23.36973684;7.953061224;2.5
Finland;2016-03-27;3.442857143;0.361688312;6.332236842;0.003030303;444.1538462
Sweden;2018-12-04;2.333333333;-0.164651163;4.294444444;3.849401709;21.33704735
Sweden;2018-01-15;-3.044444444;-5.839269406;-2.226244344;3.454131535;299.5533499
Sweden;2018-10-16;8.3;2.950697674;11.93504673;0.096928328;0.0
Sweden;2016-03-18;0.63;-3.147321429;3.646875;0.486612903;163.0343008
Norway;2015-03-03;0.416666667;-1.769090909;3.709821429;1.306859206;336.9266055
Finland;2019-07-26;22.15;14.88533333;27.82614379;0.001704545;0.0
Sweden;2016-12-05;1.96;-2.174107143;3.775555556;0.117235772;88.05128205
Finland;2015-04-25;2.339285714;-3.190909091;6.588387097;0.737244898;376.6666667
Norway;2015-06-02;7.338888889;4.543518519;11.47407407;11.42743682;8.028169014
Norway;2017-08-22;9.842105263;7.25862069;14.9991453;0.098550725;0.0
Norway;2017-03-21;0.694736842;-0.21512605;4.715833333;3.752592593;235.1121076
Sweden;2015-09-09;11.07;4.266396761;16.70853659;0.008333333;0.0
Finland;2019-12-31;-2.859259259;-6.921568627;1.580519481;0.225280899;124.6470588
Finland;2016-03-20;-6.625;-11.18039216;-1.418300654;0.259090909;402.4666667
Norway;2018-06-12;9.026315789;6.933018868;13.89433962;0.672137405;0.913461538
Norway;2017-10-29;1.405555556;0.448623853;4.913513514;3.414074074;19.76958525
Finland;2015-07-06;12.68928571;5.927096774;17.01948052;3.537373737;0.0
Sweden;2019-05-30;8.833333333;2.743577982;12.81284404;6.178275862;0.0
Norway;2018-07-13;13.27368421;10.59411765;19.48834951;0.404016064;0.0
Norway;2016-12-23;0.310526316;-1.332478632;3.428448276;11.29267399;109.2488889
Finland;2017-08-31;13.38928571;10.51721854;16.22272727;9.629032258;2.5
Norway;2015-11-27;4.222222222;1.439285714;7.434234234;14.7057971;38.93518519
Sweden;2016-06-05;11.72;4.860714286;16.11919643;0.001292407;0.0
Sweden;2016-07-27;17.51;11.90986547;21.7027027;1.455628059;0.0
Norway;2019-05-03;0.763157895;-2.324509804;4.680769231;1.664285714;30.52331606
Norway;2016-12-19;3.078947368;1.462711864;6.145614035;3.645787546;76.22807018
Norway;2016-11-29;-0.042105263;-2.456410256;3.344444444;7.781918819;81.54090909
Sweden;2015-07-21;13.53;8.238396624;16.98613445;2.785298869;0.0
Sweden;2018-01-27;-2.611111111;-8.855045872;-1.452727273;3.504215852;324.0223464
Sweden;2015-02-06;-0.28;-6.067588933;1.846456693;0.48164557;396.2133333
Finland;2016-12-29;-0.189285714;-5.743421053;1.310526316;0.161658031;269.4117647
Norway;2017-11-09;4.55;2.274285714;7.33364486;9.789925373;20.71111111
Norway;2019-12-22;-0.742105263;-1.737864078;2.905769231;1.1;196.4603175
Norway;2016-05-10;8.542105263;4.996521739;15.85811966;0.197802198;25.16431925
Sweden;2019-01-30;-9.566666667;-17.0;-8.653917051;0.177147766;289.6944444
Sweden;2018-07-31;23.4;17.35555556;28.77777778;1.589983022;0.0
Norway;2015-11-14;2.372222222;-0.049557522;4.863716814;10.168;13.79620853
Norway;2015-09-27;8.433333333;5.885185185;12.60818182;0.405434783;0.046082949
Finland;2016-05-17;8.328571429;4.787417219;12.58888889;1.218686869;0.0
Norway;2019-07-08;12.19473684;8.349038462;16.78235294;0.386666667;0.0
Norway;2016-12-12;-3.647368421;-5.511965812;0.212931034;3.144322344;100.8035714
Norway;2015-04-15;3.577777778;1.169090909;7.17027027;4.712589928;213.3287671
